SourceID,ProductLine,Category,ItemNumber,ItemType,SeriesName,Series ID,Description,FDE SKU,Dimensions,Status,ComponentsQTY,Color,ItemColorSwatch,Exclusive Flag,Outlet Flag,Tag Type,QR1,QR2,Product Feature 1,Product Feature 2,Product Feature 3,Product Feature 4,Product Feature 5,Empty 10,Configuration 1,Configuration 2,SeriesMainImage,LoadDT
601178,Motion,Sectional,30402S3,Kit,Benlocke,30402,3-Piece Reclining Loveseat with Console,APK-30402-3PLOVE,"81""W x 41""D x 40""H",Current,"3040240,1;3040241,1;3040257,1",Flannel,30402-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/benlocke_3-piece_reclining_loveseat_with_console/30402S3.html,https://www.ashleyfurniture.com/p/benlocke_3-piece_reclining_loveseat_with_console/30402S3.html,,,,,,,,,30402-16-46-77-19-57-41-T466,2025-10-21 09:00:48
601180,Motion,Sectional,30402S4,Kit,Benlocke,30402,3-Piece Reclining Sectional with Chaise,APK-30402-R3,"91""W x 63""D x 40""H",Current,"3040216,1;3040241,1;3040246,1",Flannel,30402-SWATCH-BODY-A-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/benlocke_3-piece_reclining_sectional_with_chaise/APK-30402-L3.html,https://www.ashleyfurniture.com/p/benlocke_3-piece_reclining_sectional_with_chaise/APK-30402-L3.html,,,,,,,,,30402-16-46-77-19-57-41-T466,2025-10-21 09:00:48
601182,Motion,Sectional,30402S5,Kit,Benlocke,30402,3-Piece Reclining Sectional with Chaise,APK-30402-S3,"91""W x 63""D x 40""H",Current,"3040217,1;3040240,1;3040246,1",Flannel,30402-SWATCH-BODY-A-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/benlocke_3-piece_reclining_sectional_with_chaise/APK-30402-R3.html,https://www.ashleyfurniture.com/p/benlocke_3-piece_reclining_sectional_with_chaise/APK-30402-R3.html,,,,,,,,,30402-16-46-77-19-57-41-T466,2025-10-21 09:00:48
601184,Motion,Sectional,30402S6,Kit,Benlocke,30402,5-Piece Reclining Sectional,APK-30402-S5REC,"92""W x 92""D x 40""H",Current,"3040219,1;3040240,1;3040241,1;3040246,1;3040277,1",Flannel,30402-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,30402-16-46-77-19-57-41-T466,2025-10-21 09:00:48
601188,Motion,Sectional,30402S8,Kit,Benlocke,30402,5-Piece Reclining Sectional with Chaise,APK-30402-R5,"90""W x 92""D x 40""H",Current,"3040216,1;3040219,1;3040241,1;3040246,1;3040277,1",Flannel,30402-SWATCH-BODY-A-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/benlocke_5-piece_reclining_sectional_with_chaise/APK-30402-L5.html,https://www.ashleyfurniture.com/p/benlocke_5-piece_reclining_sectional_with_chaise/APK-30402-L5.html,,,,,,,,,30402-16-46-77-19-57-41-T466,2025-10-21 09:00:48
,Motion,Sectional,30402S11,Kit,Benlocke,30402,6-Piece Reclining Sectional with Chaise,APK-30402-S6,,Current,"3040217,1;3040219,1;3040240,1;3040246,1;3040257,1;3040277,1",,,,,,,,,,,,,,,,,2025-10-21 09:00:48
,Motion,Sectional,30402S9,Kit,Benlocke,30402,6-Piece Reclining Sectional with Chaise,APK-30402-R6,,Current,"3040216,1;3040219,1;3040241,1;3040246,1;3040257,1;3040277,1",,,,,,,,,,,,,,,,,2025-10-21 09:00:48
,Motion,Sectional,30402S7,Kit,Benlocke,30402,6-Piece Reclining Sectional,APK-30402-S6,,Current,"3040219,1;3040240,1;3040241,1;3040246,1;3040257,1;3040277,1",,,,,,,,,,,,,,,,,2025-10-21 09:00:48
631485,Stationary,Sectional,30901S1,Kit,Emilia,30901,2-Piece Sectional Loveseat,APK-30901-LOVE,"98""W x 41""D x 36""H",Current,"3090164,1;3090165,1",Caramel,30901-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/emilia_2-piece_sectional_loveseat/30901S1.html,https://www.ashleyfurniture.com/p/emilia_2-piece_sectional_loveseat/30901S1.html,Modular,Genuine Leather,Measure-Up,,,,1.0,A,30901-64-46(2)-77-65-08-T989,2025-10-21 09:00:48
631487,Stationary,Sectional,30901S2,Kit,Emilia,30901,3-Piece Sectional Sofa,APK-30901-SOFA,"143""W x 43""D x 36""H",Current,"3090146,1;3090164,1;3090165,1",Caramel,30901-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/emilia_3-piece_sectional_sofa/30901S2.html,https://www.ashleyfurniture.com/p/emilia_3-piece_sectional_sofa/30901S2.html,Modular,Genuine Leather,Measure-Up,,,,,,30901-64-46(2)-77-65-08-T989,2025-10-21 09:00:48
631489,Stationary,Sectional,30901S3,Kit,Emilia,30901,4-Piece Sectional,APK-30901-S4,"130""W x 90""D x 36""H",Current,"3090146,1;3090164,1;3090165,1;3090177,1",Caramel,30901-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/emilia_4-piece_sectional/30901S3.html,https://www.ashleyfurniture.com/p/emilia_4-piece_sectional/30901S3.html,Modular,Genuine Leather,Measure-Up,,,,,,30901-64-46(2)-77-65-08-T989,2025-10-21 09:00:48
631491,Stationary,Sectional,30901S4,Kit,Emilia,30901,5-Piece Sectional,APK-30901-S5,"132""W x 132""D x 36""H",Current,"3090146,2;3090164,1;3090165,1;3090177,1",Caramel,30901-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/emilia_5-piece_sectional/30901S4.html,https://www.ashleyfurniture.com/p/emilia_5-piece_sectional/30901S4.html,Modular,Genuine Leather,Measure-Up,,,,,,30901-64-46(2)-77-65-08-T989,2025-10-21 09:00:48
631500,Stationary,Sectional,31004S1,Kit,Mahoney,31004,2-Piece Sectional with Chaise,APK-31004-R2,"105""W x 90""D x 37""H",Current,"3100416,1;3100467,1",Pebble,31004-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/mahoney_2-piece_sectional_with_chaise/31004S1.html,https://www.ashleyfurniture.com/p/mahoney_2-piece_sectional_with_chaise/31004S1.html,,,,,,,1.0,B,31004-66-17-15-08-T163-16,2025-10-21 09:00:48
631502,Stationary,Sectional,31004S2,Kit,Mahoney,31004,2-Piece Sectional with Chaise,APK-31004-S2,"105""W x 90""D x 37""H",Current,"3100417,1;3100466,1",Pebble,31004-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/mahoney_2-piece_sectional_with_chaise/31004S2.html,https://www.ashleyfurniture.com/p/mahoney_2-piece_sectional_with_chaise/31004S2.html,,,,,,,,,31004-66-17-15-08-T163-16,2025-10-21 09:00:48
631504,Stationary,Sectional,31004S3,Kit,Mahoney,31004,2-Piece Sleeper Sectional with Chaise,APK-31004-SR,"105""W x 90""D x 37""H",Current,"3100416,1;3100483,1",Pebble,31004-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/mahoney_2-piece_sleeper_sectional_with_chaise/31004S3.html,https://www.ashleyfurniture.com/p/mahoney_2-piece_sleeper_sectional_with_chaise/31004S3.html,,,,,,,,,31004-66-17-15-08-T163-16,2025-10-21 09:00:48
631506,Stationary,Sectional,31004S4,Kit,Mahoney,31004,2-Piece Sleeper Sectional with Chaise,APK-31004-SS,"105""W x 90""D x 37""H",Current,"3100410,1;3100417,1",Pebble,31004-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/mahoney_2-piece_sleeper_sectional_with_chaise/31004S4.html,https://www.ashleyfurniture.com/p/mahoney_2-piece_sleeper_sectional_with_chaise/31004S4.html,,,,,,,,,31004-66-17-15-08-T163-16,2025-10-21 09:00:48
631508,Stationary,Sectional,31005S1,Kit,Mahoney,31005,2-Piece Sectional with Chaise,APK-31005-S2,"105""W x 90""D x 37""H",Current,"3100516,1;3100567,1",Chocolate,31005-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/mahoney_2-piece_sectional_with_chaise/31005S1.html,https://www.ashleyfurniture.com/p/mahoney_2-piece_sectional_with_chaise/31005S1.html,,,,,,,1.0,B,31005-66-17-15-08-T163,2025-10-21 09:00:48
631510,Stationary,Sectional,31005S2,Kit,Mahoney,31005,2-Piece Sectional with Chaise,APK-31005-R2,"105""W x 90""D x 37""H",Current,"3100517,1;3100566,1",Chocolate,31005-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/mahoney_2-piece_sectional_with_chaise/31005S2.html,https://www.ashleyfurniture.com/p/mahoney_2-piece_sectional_with_chaise/31005S2.html,,,,,,,,,31005-66-17-15-08-T163,2025-10-21 09:00:48
631512,Stationary,Sectional,31005S3,Kit,Mahoney,31005,2-Piece Sleeper Sectional with Chaise,APK-31005-RS,"105""W x 90""D x 37""H",Current,"3100516,1;3100583,1",Chocolate,31005-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/mahoney_2-piece_sleeper_sectional_with_chaise/31005S3.html,https://www.ashleyfurniture.com/p/mahoney_2-piece_sleeper_sectional_with_chaise/31005S3.html,,,,,,,,,31005-66-17-15-08-T163,2025-10-21 09:00:48
631514,Stationary,Sectional,31005S4,Kit,Mahoney,31005,2-Piece Sleeper Sectional with Chaise,APK-31005-SS,"105""W x 90""D x 37""H",Current,"3100510,1;3100517,1",Chocolate,31005-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/mahoney_2-piece_sleeper_sectional_with_chaise/31005S4.html,https://www.ashleyfurniture.com/p/mahoney_2-piece_sleeper_sectional_with_chaise/31005S4.html,,,,,,,,,31005-66-17-15-08-T163,2025-10-21 09:00:48
76327,Stationary,Sectional,31102S1,Kit,Savesto,,3-Piece Sectional Sofa,,"112""W x 40""D x 37""H",Discontinued,"3110246,1;3110264,1;3110265,1",Ivory,31102-SWATCH-BODY-A-500,0.0,,Front,,,Measure-Up,Reversible-Cushions,Feather-Insert-Cushion,Toss-Pillows-Included,,,,,31102-64-46-77-46(2)-65-T536,2025-10-21 09:00:48
76329,Stationary,Sectional,31102S2,Kit,Savesto,,2-Piece Sectional Loveseat,,"80""W x 40""D x 37""H",Discontinued,"3110264,1;3110265,1",Ivory,31102-SWATCH-BODY-A-500,0.0,,Front,,,Measure-Up,Reversible-Cushions,Feather-Insert-Cushion,Toss-Pillows-Included,,,,,31102-64-46-77-46(2)-65-T536,2025-10-21 09:00:48
76331,Stationary,Sectional,31102S3,Kit,Savesto,,5-Piece Sectional,,"114""W x 114""D x 37""H",Discontinued,"3110246,2;3110264,1;3110265,1;3110277,1",Ivory,31102-SWATCH-BODY-A-500,0.0,,Front,,,Measure-Up,Reversible-Cushions,Feather-Insert-Cushion,Toss-Pillows-Included,,,,,31102-64-46-77-46(2)-65-T536,2025-10-21 09:00:48
76334,Stationary,Sectional,31102S4,Kit,Savesto,,4-Piece Sectional,,"114""W x 82""D x 37""H",Discontinued,"3110246,1;3110264,1;3110265,1;3110277,1",Ivory,31102-SWATCH-BODY-A-500,0.0,,Front,,,Measure-Up,Reversible-Cushions,Feather-Insert-Cushion,Toss-Pillows-Included,,,,,31102-64-46-77-46(2)-65-T536,2025-10-21 09:00:48
91212,Stationary,Sectional,31104S1,Kit,Savesto,,5-Piece Sectional,,"114""W x 114""D x 37""H",Discontinued,"3110446,2;3110464,1;3110465,1;3110477,1",Charcoal,31104-SWATCH-BODY-A-500,0.0,,,,,Measure-Up,Feather-Insert-Cushion,,,,,,,31104-64-46-77-46-65-08(2)-T824,2025-10-21 09:00:48
96152,Stationary,Sectional,31104S2,Kit,Savesto,,4-Piece Sectional,,"147""W x 40""D x 37""H",Discontinued,"3110446,2;3110464,1;3110465,1",Charcoal,31104-SWATCH-BODY-A-500,0.0,,,,,Measure-Up,Feather-Insert-Cushion,,,,,,,31104-64-46-77-46-65-08(2)-T824,2025-10-21 09:00:48
96155,Stationary,Sofa,31104S3,Kit,Savesto,,3-Piece Sectional Sofa,,"112""W x 40""D x 37""H",Discontinued,"3110446,1;3110464,1;3110465,1",Charcoal,31104-SWATCH-BODY-A-500,0.0,,,,,Measure-Up,Feather-Insert-Cushion,Feather-Insert-Cushion,Reversible-Cushions,,,,,31104-64-46-77-46-65-08(2)-T824,2025-10-21 09:00:48
96157,Stationary,Loveseat,31104S4,Kit,Savesto,,2-Piece Sectional Loveseat,,"80""W x 40""D x 37""H",Discontinued,"3110464,1;3110465,1",Charcoal,31104-SWATCH-BODY-A-500,0.0,,,,,Measure-Up,Feather-Insert-Cushion,Feather-Insert-Cushion,Reversible-Cushions,,,,,31104-64-46-77-46-65-08(2)-T824,2025-10-21 09:00:48
202210,Stationary,Sectional,33301S1,Kit,Santasia,33301,2-Piece Sectional with Chaise,APK-33301-S2,"116""W x 87""D x 36""H",Current,"3330117,1;3330166,1",Granite,33301-SWATCH-BODY-A-500,1.0,,Front,https://www.ashleyfurniture.com/p/santasia_2-piece_sectional_with_chaise/APK-33301-R2.html,https://www.ashleyfurniture.com/p/santasia_2-piece_sectional_with_chaise/APK-33301-R2.html,Measure-Up,Removeable-Seat-Cushion,Toss-Pillows-Included,,,,1.0,A,33301-66-17-T916,2025-10-21 09:00:48
202212,Stationary,Sectional,33301S2,Kit,Santasia,33301,2-Piece Sectional with Chaise,APK-33301-R2,"116""W x 87""D x 36""H",Current,"3330116,1;3330167,1",Granite,33301-SWATCH-BODY-A-500,1.0,,Front,https://www.ashleyfurniture.com/p/santasia_2-piece_sectional_with_chaise/APK-33301-L2.html,https://www.ashleyfurniture.com/p/santasia_2-piece_sectional_with_chaise/APK-33301-L2.html,Measure-Up,Removeable-Seat-Cushion,Toss-Pillows-Included,,,,,,33301-66-17-T916,2025-10-21 09:00:48
34303,Motion,Sectional,34303S2,,,34303,4-Piece Power Reclining Sectional,APK-34303-S4,APK-34303-S4,,"3430354,1;3430359,1;3430362,1;3430377,1",Driftwood,,,,,,,,,,,,,,,,2025-10-21 09:00:48
308929,Stationary,Sectional,34927S1,Kit,Pitkin,34927,2-Piece Sectional with Chaise,APK-34927-R2,"115""W x 87""D x 38""H",Current,"3492716,1;3492767,1",Slate,34927-SWATCH-500,1.0,,Front,https://www.ashleyfurniture.com/p/pitkin_2-piece_sectional_with_chaise/APK-34927-L2.html,https://www.ashleyfurniture.com/p/pitkin_2-piece_sectional_with_chaise/APK-34927-L2.html,Removeable-Seat-Cushion,,,,,,,,34927-66-17-08-T746drop-6,2025-10-21 09:00:48
308931,Stationary,Sectional,34927S2,Kit,Pitkin,34927,2-Piece Sectional with Chaise,APK-34927-S2,"115""W x 87""D x 38""H",Current,"3492717,1;3492766,1",Slate,34927-SWATCH-500,1.0,,Front,https://www.ashleyfurniture.com/p/pitkin_2-piece_sectional_with_chaise/APK-34927-R2.html,https://www.ashleyfurniture.com/p/pitkin_2-piece_sectional_with_chaise/APK-34927-R2.html,Removeable-Seat-Cushion,,,,,,,,34927-66-17-08-T746drop-6,2025-10-21 09:00:48
631516,Stationary,Sectional,35504S1,Kit,Biddeford,35504,2-Piece Sectional with Chaise,APK-35504-R2,"120""W x 75""D x 40""H",Current,"3550416,1;3550467,1",Ebony,35504-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/biddeford_2-piece_sectional_with_chaise/35504S1.html,https://www.ashleyfurniture.com/p/biddeford_2-piece_sectional_with_chaise/35504S1.html,,,,,,,1.0,A,35504-66-17-21-08-T770-2,2025-10-21 09:00:48
631518,Stationary,Sectional,35504S2,Kit,Biddeford,35504,2-Piece Sectional with Chaise,APK-35504-S2,"120""W x 75""D x 40""H",Current,"3550417,1;3550466,1",Ebony,35504-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/biddeford_2-piece_sectional_with_chaise/35504S2.html,https://www.ashleyfurniture.com/p/biddeford_2-piece_sectional_with_chaise/35504S2.html,,,,,,,,,35504-66-17-21-08-T770-2,2025-10-21 09:00:48
631520,Stationary,Sectional,35504S3,Kit,Biddeford,35504,2-Piece Sleeper Sectional with Chaise,APK-35504-RS,"120""W x 75""D x 40""H",Current,"3550416,1;3550483,1",Ebony,35504-SWATCH-BODY-A-500,0.0,,Back,https://www.ashleyfurniture.com/p/biddeford_2-piece_sleeper_sectional_with_chaise/35504S3.html,https://www.ashleyfurniture.com/p/biddeford_2-piece_sleeper_sectional_with_chaise/35504S3.html,,,,,,,,,35504-66-17-21-08-T770-2,2025-10-21 09:00:48
631522,Stationary,Sectional,35504S4,Kit,Biddeford,35504,2-Piece Sleeper Sectional with Chaise,APK-35504-SS,"120""W x 75""D x 40""H",Current,"3550410,1;3550417,1",Ebony,35504-SWATCH-BODY-A-500,0.0,,Back,https://www.ashleyfurniture.com/p/biddeford_2-piece_sleeper_sectional_with_chaise/35504S4.html,https://www.ashleyfurniture.com/p/biddeford_2-piece_sleeper_sectional_with_chaise/35504S4.html,,,,,,,,,35504-66-17-21-08-T770-2,2025-10-21 09:00:48
110620,Motion,Sectional,36504S1,Kit,Clonmel,36504,3-Piece Reclining Sectional,APK-36504-3PLOVE,"107""W x 39""D x 40""H",Current,"3650440,1;3650441,1;3650457,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,1.0,A,36504-05-46-77-19-57-41-T395,2025-10-21 09:00:48
111015,Motion,Sectional,36504S10,Kit,Clonmel,,3-Piece Power Reclining Sectional,,"131""W x 39""D x 40""H",Discontinued,"3650446,1;3650458,1;3650462,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36504-47-74-82-T395,2025-10-21 09:00:48
111021,Stationary,Sectional,36504S13,Kit,Clonmel,,5-Piece Power Reclining Sectional,,"122""W x 122""D x 40""H",Discontinued,"3650446,2;3650477,1;3650458,1;3650462,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/clonmel_5-piece_power_reclining_sectional/APK-36504-5R.html,https://www.ashleyfurniture.com/p/clonmel_5-piece_power_reclining_sectional/APK-36504-5R.html,Measure-Up,Adjustable-Footrest,,,,,,,36504-47-74-82-T395,2025-10-21 09:00:48
111024,Stationary,Sectional,36504S14,Kit,Clonmel,,5-Piece Power Reclining Sectional,,"122""W x 122""D x 40""H",Discontinued,"3650419,2;3650477,1;3650458,1;3650462,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/clonmel_5-piece_power_reclining_sectional/APK-36504-R5.html,https://www.ashleyfurniture.com/p/clonmel_5-piece_power_reclining_sectional/APK-36504-R5.html,,,,,,,,,36504-47-74-82-T395,2025-10-21 09:00:48
237880,Motion,Sectional,36504S17,Kit,Clonmel,,5-Piece Reclining Sectional,,"131""W x 131""D x 40""H",Discontinued,"3650419,1;3650446,1;3650458,1;3650462,1;3650477,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36504-47-74-82-T395,2025-10-21 09:00:48
237884,Motion,Sectional,36504S19,Kit,Clonmel,36504,5-Piece Reclining Sectional,APK-36504-5RRS,"131""W x 131""D x 40""H",Current,"3650419,1;3650440,1;3650441,1;3650446,1;3650477,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,,,Measure-Up,,,,,,,,36504-47-74-82-T395,2025-10-21 09:00:48
110622,Motion,Sectional,36504S2,Kit,Clonmel,36504,3-Piece Reclining Sectional,APK-36504-SOFA,"131""W x 39""D x 40""H",Current,"3650440,1;3650441,1;3650446,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36504-47-74-82-T395,2025-10-21 09:00:48
620058,Motion,Sectional,36504S33,Kit,Clonmel,36504,4-Piece Reclining Sectional,APK-36504-4S,"117""W x 82""D x 40""H",Current,"3650440,1;3650441,1;3650446,1;3650477,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36504-47-74-82-T395,2025-10-21 09:00:48
620063,Motion,Sectional,36504S35,Kit,Clonmel,,4-Piece Power Reclining Sectional,,"117""W x 82""D x 40""H",Discontinued,"3650446,1;3650458,1;3650462,1;3650477,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36504-47-74-82-T395,2025-10-21 09:00:48
110628,Motion,Sectional,36504S5,Kit,Clonmel,36504,5-Piece Reclining Sectional,APK-36504-RS5,"124""W x 124""D x 40""H",Current,"3650440,1;3650441,1;3650446,2;3650477,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,https://www.ashleyfurniture.com/p/clonmel_5-piece_reclining_sectional/APK-36504-5P.html,https://www.ashleyfurniture.com/p/clonmel_5-piece_reclining_sectional/APK-36504-5P.html,,,,,,,,,36504-58-19-77-46-62,2025-10-21 09:00:48
110631,Motion,Sectional,36504S6,Kit,Clonmel,36504,5-Piece Reclining Sectional,APK-36504-5RS,"124""W x 124""D x 40""H",Current,"3650419,2;3650440,1;3650441,1;3650477,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36504-47-74-82-T395,2025-10-21 09:00:48
111033,Motion,Sectional,36504S9,Kit,Clonmel,,3-Piece Power Reclining Sectional,,"109""W x 39""D x 40""H",Discontinued,"3650457,1;3650458,1;3650462,1",Chocolate,36504-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36504-47-74-82-T395,2025-10-21 09:00:48
36504,Motion,Sectional,36504S20,Kit,Clonmel,36504,6-Piece Reclining Sectional,APK-36504-6SC,,Current,"3650419,1;3650440,1;3650441,1;3650446,1;3650457,1;3650477,1",,,,,,,,,,,,,,,,,2025-10-21 09:00:48
36504,Motion,Sectional,36504S7,Kit,Clonmel,36504,6-Piece Reclining Sectional,APK-36504-CR6,,Current,"3650419,2;3650440,1;3650441,1;3650457,1;3650477,1",,,,,,,,,,,,,,,,,2025-10-21 09:00:48
36504,Motion,Sectional,36504S8,Kit,Clonmel,36504,6-Piece Reclining Sectional,APK-36504-RC6,,Current,"3650440,1;3650441,1;3650446,2;3650457,1;3650477,1",,,,,,,,,,,,,,,,,2025-10-21 09:00:48
110640,Motion,Sectional,36505S1,Kit,Clonmel,36505,3-Piece Reclining Sectional,APK-36505-3PLOVE,"60""W x 39""D x 40""H",Current,"3650540,1;3650541,1;3650557,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,1.0,A,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
111126,Motion,Sectional,36505S10,Kit,Clonmel,36505,3-Piece Power Reclining Sectional,APK-36505-PWRSOFA,"129""W x 39""D x 40""H",Current,"3650546,1;3650558,1;3650562,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
111128,Motion,Sectional,36505S11,Kit,Clonmel,,3-Piece Power Reclining Sectional with Chaise,,"127""W x 70""D x 40""H",Discontinued,"3650546,1;3650558,1;3650597,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
111132,Motion,Sectional,36505S13,Kit,Clonmel,36505,5-Piece Power Reclining Sectional,APK-36505-5PS,"122""W x 122""D x 40""H",Current,"3650546,2;3650577,1;3650558,1;3650562,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
111135,Motion,Sectional,36505S14,Kit,Clonmel,36505,5-Piece Power Reclining Sectional,APK-36505-5PRS,"122""W x 122""D x 40""H",Current,"3650519,2;3650577,1;3650558,1;3650562,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
237888,Motion,Sectional,36505S17,Kit,Clonmel,36505,5-Piece Reclining Sectional,APK-36505-5RRS,"131""W x 131""D x 40""H",Current,"3650519,1;3650546,1;3650558,1;3650562,1;3650577,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
237892,Motion,Sectional,36505S19,Kit,Clonmel,36505,5-Piece Reclining Sectional,APK-36505-RRS5,"131""W x 131""D x 40""H",Current,"3650519,1;3650540,1;3650541,1;3650546,1;3650577,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,Measure-Up,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
110642,Motion,Sectional,36505S2,Kit,Clonmel,36505,3-Piece Reclining Sectional,APK-36505-SOFA,"129""W x 39""D x 40""H",Current,"3650540,1;3650541,1;3650546,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
583261,Motion,Sectional,36505S23,Kit,Clonmel,,5-Piece Power Reclining Sectional with Chaise,,"115""W x 117""D x 40""H",Discontinued,"3650519,1;3650546,1;3650562,1;3650577,1;3650579,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
583263,Motion,Sectional,36505S24,Kit,Clonmel,,5-Piece Power Reclining Sectional with Chaise,,"117""W x 115""D x 40""H",Discontinued,"3650519,1;3650546,1;3650558,1;3650577,1;3650597,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
583269,Motion,Sectional,36505S27,Kit,Clonmel,,5-Piece Reclining Sectional with Chaise,,"121""W x 119""D x 40""H",Discontinued,"3650507,1;3650519,1;3650540,1;3650546,1;3650577,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
583273,Motion,Sectional,36505S29,Kit,Clonmel,,3-Piece Power Reclining Sectional with Chaise,,,Discontinued,"3650557,1;3650558,1;3650597,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
583275,Motion,Sectional,36505S30,Kit,Clonmel,,3-Piece Power Reclining Sectional with Chaise,,,Discontinued,"3650557,1;3650562,1;3650579,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
608654,Motion,Sectional,36505S31,Kit,Clonmel,36505,4-Piece Reclining Sectional,APK-36505-4S,"117""W x 82""D x 40""H",Current,"3650540,1;3650541,1;3650546,1;3650577,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
622330,Motion,Sectional,36505S35,Kit,Clonmel,36505,4-Piece Power Reclining Sectional,APK-36505-S4,"117""W x 82""D x 40""H",Current,"3650546,1;3650558,1;3650562,1;3650577,1",Charcoal,36505-SWATCH-BODY-A-500,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
626344,Motion,Sectional,36505S37,Kit,Clonmel,,3-Piece Power Reclining Sectional with Chaise,,,Discontinued,"3650519,1;3650562,1;3650579,1",Charcoal,36505-SWATCH-BODY-A-502,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
626346,Motion,Sectional,36505S38,Kit,Clonmel,,3-Piece Reclining Sectional with Chaise,,,Discontinued,"3650507,1;3650519,1;3650540,1",Charcoal,36505-SWATCH-BODY-A-503,0.0,,Front,,,,,,,,,,,36505-58-57-19-77-46-62-T341,2025-10-21 09:00:48
